               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.028804,           0.0053995,           0.0089332,             0.96037,             0.98108,             0.98313,             0.60376,            0.027746,           0.0036975,           0.0088583,              0.0703,              0.0033,              0.0033
                   1,            0.031558,           0.0047601,            0.007262,             0.95867,             0.96817,             0.98075,             0.56616,            0.031725,             0.00361,           0.0096584,            0.039643,           0.0059766,           0.0059766
